FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
040222;0700;7;;;
040222;0800;14;;;
040222;0900;21;;;
040222;1000;32;;;
040222;1100;51;;;
040222;1200;59;;;
040222;1300;59;;;
040222;1400;60;;;
040222;1500;56;;;
040222;1600;53;;;
040222;1700;48;;;
040222;1800;41;;;
040222;1900;29;;;
040222;2000;21;;;
040222;2100;18;;;
040222;2200;16;;;
040222;2300;17;;;
040223;0000;15;;;
040223;0100;12;;;
040223;0200;10;;;
040223;0300;7;;;
040223;0400;4;;;
040223;0500;2;;;
040223;0600;2;;;
040223;0700;2;;;
040223;0800;5;;;
040223;0900;14;;;
040223;1000;30;;;
040223;1100;52;;;
040223;1200;56;;;
040223;1300;58;;;
040223;1400;53;;;
040223;1500;45;;;
040223;1600;41;;;
040223;1700;37;;;
040223;1800;32;;;
040223;1900;24;;;
040223;2000;17;;;
040223;2100;18;;;
040223;2200;21;;;
040223;2300;18;;;
040224;0000;19;;;
040224;0100;10;;;
040224;0200;6;;;
040224;0300;4;;;
040224;0400;5;;;
040224;0500;2;;;
040224;0600;2;;;
040224;0700;3;;;
040224;0800;5;;;
040224;0900;13;;;
040224;1000;29;;;
040224;1100;33;;;
040224;1200;52;;;
040224;1300;51;;;
040224;1400;47;;;
040224;1500;42;;;
040224;1600;39;;;
040224;1700;35;;;
040224;1800;27;;;
040224;1900;22;;;
040224;2000;20;;;
040224;2100;17;;;
040224;2200;16;;;
040224;2300;16;;;
040225;0000;12;;;
040225;0100;11;;;
040225;0200;4;;;
040225;0300;6;;;
040225;0400;6;;;
040225;0500;2;;;
040225;0600;2;;;
040225;0700;3;;;
040225;0800;6;;;
040225;0900;11;;;
040225;1000;24;;;
040225;1100;38;;;
040225;1200;45;;;
040225;1300;40;;;
040225;1400;35;;;
040225;1500;35;;;
040225;1600;36;;;
040225;1700;34;;;
040225;1800;29;;;
040225;1900;20;;;
040225;2000;15;;;
040225;2100;10;;;
040225;2200;15;;;
040225;2300;12;;;
040226;0000;11;;;
040226;0100;5;;;
040226;0200;10;;;
040226;0300;13;;;
040226;0400;11;;;
040226;0500;1;;;
040226;0600;2;;;
040226;0700;3;;;
040226;0800;5;;;
040226;0900;23;;;
040226;1000;29;;;
040226;1100;36;;;
040226;1200;37;;;
040226;1300;44;;;
040226;1400;45;;;
040226;1500;48;;;
040226;1600;45;;;
040226;1700;37;;;
040226;1800;29;;;
040226;1900;20;;;
040226;2000;12;;;
040226;2100;9;;;
040226;2200;10;;;
040226;2300;11;;;
040227;0000;15;;;
040227;0100;13;;;
040227;0200;7;;;
040227;0300;13;;;
040227;0400;14;;;
040227;0500;2;;;
040227;0600;2;;;
040227;0700;3;;;
040227;0800;8;;;
040227;0900;15;;;
040227;1000;22;;;
040227;1100;35;;;
040227;1200;48;;;
040227;1300;64;;;
040227;1400;58;;;
040227;1500;53;;;
040227;1600;49;;;
040227;1700;39;;;
040227;1800;26;;;
040227;1900;15;;;
040227;2000;9;;;
040227;2100;8;;;
040227;2200;9;;;
040227;2300;8;;;
040228;0000;8;;;
040228;0100;6;;;
040228;0200;3;;;
040228;0300;2;;;
040228;0400;2;;;
040228;0500;2;;;
040228;0600;2;;;
040228;0700;3;;;
040228;0800;8;;;
040228;0900;13;;;
040228;1000;25;;;
040228;1100;41;;;
040228;1200;59;;;
040228;1300;80;;;
040228;1400;69;;;
040228;1500;56;;;
040228;1600;51;;;
040228;1700;37;;;
040228;1800;28;;;
040228;1900;15;;;
040228;2000;9;;;
040228;2100;6;;;
040228;2200;5;;;
040228;2300;5;;;
040229;0000;3;;;
040229;0100;2;;;
040229;0200;2;;;
040229;0300;2;;;
040229;0400;2;;;
040229;0500;2;;;
040229;0600;2;;;
040229;0700;3;;;
040229;0800;7;;;
040229;0900;19;;;
040229;1000;33;;;
040229;1100;58;;;
040229;1200;64;;;
040229;1300;56;;;
040229;1400;57;;;
040229;1500;50;;;
040229;1600;42;;;
040229;1700;33;;;
040229;1800;25;;;
040229;1900;18;;;
040229;2000;14;;;
040229;2100;12;;;
040229;2200;9;;;
040229;2300;7;;;
040301;0000;3;;;
040301;0100;2;;;
040301;0200;3;;;
040301;0300;8;;;
040301;0400;4;;;
040301;0500;2;;;
040301;0600;2;;;
040301;0700;2;;;
040301;0800;2;;;
040301;0900;4;;;
040301;1000;5;;;
040301;1100;12;;;
040301;1200;25;;;
040301;1300;33;;;
040301;1400;30;;;
040301;1500;30;;;
040301;1600;19;;;
040301;1700;13;;;
040301;1800;8;;;
040301;1900;9;;;
040301;2000;6;;;
040301;2100;4;;;
040301;2200;2;;;
040301;2300;2;;;
040302;0000;2;;;
040302;0100;1;;;
040302;0200;2;;;
040302;0300;2;;;
040302;0400;2;;;
040302;0500;2;;;
040302;0600;2;;;
040302;0700;2;;;
040302;0800;5;;;
040302;0900;12;;;
040302;1000;23;;;
040302;1100;31;;;
040302;1200;31;;;
040302;1300;37;;;
040302;1400;42;;;
040302;1500;45;;;
040302;1600;47;;;
040302;1700;42;;;
040302;1800;29;;;
040302;1900;20;;;
040302;2000;7;;;
040302;2100;2;;;
040302;2200;2;;;
040302;2300;2;;;
040303;0000;2;;;
040303;0100;2;;;
040303;0200;2;;;
040303;0300;2;;;
040303;0400;2;;;
040303;0500;2;;;
040303;0600;2;;;
040303;0700;3;;;
040303;0800;3;;;
040303;0900;7;;;
040303;1000;19;;;
040303;1100;57;;;
040303;1200;90;;;
040303;1300;110;;;
040303;1400;;;;
040303;1500;;;;
040303;1600;;;;
040303;1700;;;;
040303;1800;;;;
040303;1900;;;;
040303;2000;;;;
040303;2100;;;;
040303;2200;;;;
040303;2300;;;;
040304;0000;;;;
040304;0100;;;;
040304;0200;;;;
040304;0300;;;;
040304;0400;;;;
040304;0500;;;;
040304;0600;;;;
040304;0700;;;;
040304;0800;;;;
040304;0900;21;;;
040304;1000;47;;;
040304;1100;58;;;
040304;1200;57;;;
040304;1300;62;;;
040304;1400;64;;;
040304;1500;61;;;
040304;1600;52;;;
040304;1700;39;;;
040304;1800;25;;;
040304;1900;19;;;
040304;2000;17;;;
040304;2100;11;;;
040304;2200;5;;;
040304;2300;10;;;
040305;0000;14;;;
040305;0100;8;;;
040305;0200;3;;;
040305;0300;5;;;
040305;0400;4;;;
040305;0500;10;;;
040305;0600;4;;;
040305;0700;2;;;
040305;0800;3;;;
040305;0900;7;;;
040305;1000;11;;;
040305;1100;28;;;
040305;1200;37;;;
040305;1300;37;;;
040305;1400;35;;;
040305;1500;41;;;
040305;1600;35;;;
040305;1700;33;;;
040305;1800;29;;;
040305;1900;11;;;
040305;2000;5;;;
040305;2100;2;;;
040305;2200;2;;;
040305;2300;4;;;
040306;0000;4;;;
040306;0100;2;;;
040306;0200;1;;;
040306;0300;2;;;
040306;0400;2;;;
040306;0500;2;;;
040306;0600;2;;;
040306;0700;2;;;
040306;0800;5;;;
040306;0900;10;;;
040306;1000;24;;;
040306;1100;39;;;
040306;1200;31;;;
040306;1300;35;;;
040306;1400;39;;;
040306;1500;48;;;
040306;1600;46;;;
040306;1700;44;;;
040306;1800;37;;;
040306;1900;21;;;
040306;2000;14;;;
040306;2100;11;;;
040306;2200;3;;;
040306;2300;2;;;
040307;0000;3;;;
040307;0100;4;;;
040307;0200;2;;;
040307;0300;2;;;
040307;0400;2;;;
040307;0500;2;;;
040307;0600;2;;;
040307;0700;2;;;
040307;0800;8;;;
040307;0900;23;;;
040307;1000;41;;;
040307;1100;53;;;
040307;1200;71;;;
040307;1300;85;;;
040307;1400;53;;;
040307;1500;53;;;
040307;1600;55;;;
040307;1700;53;;;
040307;1800;46;;;
040307;1900;24;;;
040307;2000;9;;;
040307;2100;5;;;
040307;2200;11;;;
040307;2300;11;;;
040308;0000;6;;;
040308;0100;5;;;
040308;0200;2;;;
040308;0300;2;;;
040308;0400;2;;;
040308;0500;2;;;
040308;0600;2;;;
040308;0700;3;;;
040308;0800;4;;;
040308;0900;10;;;
040308;1000;29;;;
040308;1100;51;;;
040308;1200;59;;;
040308;1300;60;;;
040308;1400;49;;;
040308;1500;43;;;
040308;1600;42;;;
040308;1700;36;;;
040308;1800;27;;;
040308;1900;18;;;
040308;2000;17;;;
040308;2100;15;;;
040308;2200;8;;;
040308;2300;11;;;
040309;0000;16;;;
040309;0100;16;;;
040309;0200;13;;;
040309;0300;7;;;
040309;0400;2;;;
040309;0500;2;;;
040309;0600;2;;;
040309;0700;2;;;
040309;0800;5;;;
040309;0900;10;;;
040309;1000;25;;;
040309;1100;52;;;
040309;1200;60;;;
040309;1300;71;;;
040309;1400;75;;;
040309;1500;63;;;
040309;1600;53;;;
040309;1700;45;;;
040309;1800;32;;;
040309;1900;22;;;
040309;2000;22;;;
040309;2100;16;;;
040309;2200;13;;;
040309;2300;9;;;
040310;0000;3;;;
040310;0100;2;;;
040310;0200;2;;;
040310;0300;2;;;
040310;0400;2;;;
040310;0500;2;;;
040310;0600;2;;;
040310;0700;2;;;
040310;0800;4;;;
040310;0900;13;;;
040310;1000;42;;;
040310;1100;86;;;
040310;1200;85;;;
040310;1300;76;;;
040310;1400;68;;;
040310;1500;61;;;
040310;1600;57;;;
040310;1700;47;;;
040310;1800;35;;;
040310;1900;26;;;
040310;2000;22;;;
040310;2100;22;;;
040310;2200;17;;;
040310;2300;19;;;
040311;0000;18;;;
040311;0100;20;;;
040311;0200;21;;;
040311;0300;16;;;
040311;0400;16;;;
040311;0500;14;;;
040311;0600;8;;;
040311;0700;3;;;
040311;0800;3;;;
040311;0900;4;;;
040311;1000;6;;;
040311;1100;11;;;
040311;1200;24;;;
040311;1300;49;;;
040311;1400;38;;;
040311;1500;38;;;
040311;1600;40;;;
040311;1700;40;;;
040311;1800;35;;;
040311;1900;17;;;
040311;2000;5;;;
040311;2100;5;;;
040311;2200;3;;;
040311;2300;4;;;
040312;0000;3;;;
040312;0100;2;;;
040312;0200;2;;;
040312;0300;2;;;
040312;0400;2;;;
040312;0500;1;;;
040312;0600;2;;;
040312;0700;2;;;
040312;0800;3;;;
040312;0900;9;;;
040312;1000;28;;;
040312;1100;62;;;
040312;1200;65;;;
040312;1300;63;;;
040312;1400;56;;;
040312;1500;51;;;
040312;1600;47;;;
040312;1700;42;;;
040312;1800;34;;;
040312;1900;24;;;
040312;2000;17;;;
040312;2100;16;;;
040312;2200;18;;;
040312;2300;17;;;
040313;0000;14;;;
040313;0100;15;;;
040313;0200;18;;;
040313;0300;13;;;
040313;0400;8;;;
040313;0500;6;;;
040313;0600;2;;;
040313;0700;3;;;
040313;0800;4;;;
040313;0900;8;;;
040313;1000;16;;;
040313;1100;30;;;
040313;1200;38;;;
040313;1300;40;;;
040313;1400;38;;;
040313;1500;38;;;
040313;1600;39;;;
040313;1700;35;;;
040313;1800;28;;;
040313;1900;21;;;
040313;2000;20;;;
040313;2100;17;;;
040313;2200;15;;;
040313;2300;20;;;
040314;0000;21;;;
040314;0100;21;;;
040314;0200;19;;;
040314;0300;21;;;
040314;0400;19;;;
040314;0500;12;;;
040314;0600;9;;;
040314;0700;17;;;
040314;0800;16;;;
040314;0900;21;;;
040314;1000;33;;;
040314;1100;56;;;
040314;1200;74;;;
040314;1300;65;;;
040314;1400;60;;;
040314;1500;51;;;
040314;1600;44;;;
040314;1700;40;;;
040314;1800;33;;;
040314;1900;17;;;
040314;2000;11;;;
040314;2100;6;;;
040314;2200;4;;;
040314;2300;4;;;
040315;0000;3;;;
040315;0100;2;;;
040315;0200;2;;;
040315;0300;2;;;
040315;0400;1;;;
040315;0500;2;;;
040315;0600;2;;;
040315;0700;3;;;
040315;0800;6;;;
040315;0900;14;;;
040315;1000;18;;;
040315;1100;46;;;
040315;1200;66;;;
040315;1300;84;;;
040315;1400;75;;;
040315;1500;65;;;
040315;1600;57;;;
040315;1700;49;;;
040315;1800;33;;;
040315;1900;10;;;
040315;2000;6;;;
040315;2100;7;;;
040315;2200;2;;;
040315;2300;1;;;
040316;0000;2;;;
040316;0100;2;;;
040316;0200;1;;;
040316;0300;2;;;
040316;0400;2;;;
040316;0500;2;;;
040316;0600;2;;;
040316;0700;2;;;
040316;0800;4;;;
040316;0900;9;;;
040316;1000;29;;;
040316;1100;52;;;
040316;1200;72;;;
040316;1300;69;;;
040316;1400;57;;;
040316;1500;56;;;
040316;1600;52;;;
040316;1700;43;;;
040316;1800;26;;;
040316;1900;11;;;
040316;2000;5;;;
040316;2100;3;;;
040316;2200;2;;;
040316;2300;2;;;
040317;0000;2;;;
040317;0100;2;;;
040317;0200;2;;;
040317;0300;2;;;
040317;0400;2;;;
040317;0500;2;;;
040317;0600;1;;;
040317;0700;2;;;
040317;0800;3;;;
040317;0900;9;;;
040317;1000;22;;;
040317;1100;36;;;
040317;1200;77;;;
040317;1300;43;;;
040317;1400;49;;;
040317;1500;56;;;
040317;1600;56;;;
040317;1700;51;;;
040317;1800;35;;;
040317;1900;10;;;
040317;2000;4;;;
040317;2100;5;;;
040317;2200;9;;;
040317;2300;5;;;
040318;0000;2;;;
040318;0100;2;;;
040318;0200;2;;;
040318;0300;2;;;
040318;0400;2;;;
040318;0500;2;;;
040318;0600;2;;;
040318;0700;2;;;
040318;0800;4;;;
040318;0900;11;;;
040318;1000;30;;;
040318;1100;51;;;
040318;1200;91;;;
040318;1300;79;;;
040318;1400;61;;;
040318;1500;50;;;
040318;1600;49;;;
040318;1700;41;;;
040318;1800;32;;;
040318;1900;13;;;
040318;2000;11;;;
040318;2100;5;;;
040318;2200;2;;;
040318;2300;2;;;
040319;0000;2;;;
040319;0100;2;;;
040319;0200;2;;;
040319;0300;2;;;
040319;0400;2;;;
040319;0500;2;;;
040319;0600;2;;;
040319;0700;2;;;
040319;0800;4;;;
040319;0900;8;;;
040319;1000;27;;;
040319;1100;58;;;
040319;1200;94;;;
040319;1300;78;;;
040319;1400;77;;;
040319;1500;66;;;
040319;1600;59;;;
040319;1700;56;;;
040319;1800;47;;;
040319;1900;34;;;
040319;2000;29;;;
040319;2100;21;;;
040319;2200;10;;;
040319;2300;2;;;
040320;0000;2;;;
040320;0100;2;;;
040320;0200;2;;;
040320;0300;2;;;
040320;0400;2;;;
040320;0500;2;;;
040320;0600;2;;;
040320;0700;2;;;
040320;0800;5;;;
040320;0900;19;;;
040320;1000;43;;;
040320;1100;60;;;
040320;1200;92;;;
040320;1300;91;;;
040320;1400;88;;;
040320;1500;78;;;
040320;1600;66;;;
040320;1700;55;;;
040320;1800;46;;;
040320;1900;33;;;
040320;2000;24;;;
040320;2100;18;;;
040320;2200;11;;;
040320;2300;2;;;
040321;0000;2;;;
040321;0100;2;;;
040321;0200;2;;;
040321;0300;2;;;
040321;0400;2;;;
040321;0500;2;;;
040321;0600;2;;;
040321;0700;2;;;
040321;0800;10;;;
040321;0900;20;;;
040321;1000;41;;;
040321;1100;65;;;
040321;1200;77;;;
040321;1300;77;;;
040321;1400;71;;;
040321;1500;64;;;
040321;1600;62;;;
040321;1700;59;;;
040321;1800;46;;;
040321;1900;34;;;
040321;2000;29;;;
040321;2100;22;;;
040321;2200;11;;;
040321;2300;12;;;
040322;0000;11;;;
040322;0100;3;;;
040322;0200;2;;;
040322;0300;2;;;
040322;0400;2;;;
040322;0500;2;;;
040322;0600;2;;;
040322;0700;2;;;
040322;0800;3;;;
040322;0900;8;;;
040322;1000;27;;;
040322;1100;34;;;
040322;1200;71;;;
040322;1300;84;;;
040322;1400;79;;;
040322;1500;67;;;
040322;1600;54;;;
040322;1700;46;;;
040322;1800;32;;;
040322;1900;16;;;
040322;2000;11;;;
040322;2100;17;;;
040322;2200;21;;;
040322;2300;9;;;
040323;0000;2;;;
040323;0100;2;;;
040323;0200;2;;;
040323;0300;2;;;
040323;0400;2;;;
040323;0500;2;;;
040323;0600;2;;;
040323;0700;2;;;
040323;0800;3;;;
040323;0900;9;;;
040323;1000;27;;;
040323;1100;57;;;
040323;1200;74;;;
040323;1300;89;;;
040323;1400;74;;;
040323;1500;71;;;
040323;1600;63;;;
040323;1700;54;;;
040323;1800;38;;;
040323;1900;20;;;
040323;2000;15;;;
040323;2100;14;;;
040323;2200;12;;;
040323;2300;2;;;
040324;0000;2;;;
040324;0100;2;;;
040324;0200;2;;;
040324;0300;2;;;
040324;0400;2;;;
040324;0500;2;;;
040324;0600;2;;;
040324;0700;2;;;
040324;0800;3;;;
040324;0900;10;;;
040324;1000;37;;;
040324;1100;57;;;
040324;1200;95;;;
040324;1300;85;;;
040324;1400;85;;;
040324;1500;79;;;
040324;1600;70;;;
040324;1700;58;;;
040324;1800;38;;;
040324;1900;20;;;
040324;2000;22;;;
040324;2100;14;;;
040324;2200;6;;;
040324;2300;2;;;
040325;0000;2;;;
040325;0100;2;;;
040325;0200;2;;;
040325;0300;2;;;
040325;0400;2;;;
040325;0500;2;;;
040325;0600;2;;;
040325;0700;2;;;
040325;0800;4;;;
040325;0900;9;;;
040325;1000;20;;;
040325;1100;44;;;
040325;1200;84;;;
040325;1300;95;;;
040325;1400;78;;;
040325;1500;61;;;
040325;1600;57;;;
040325;1700;50;;;
040325;1800;39;;;
040325;1900;32;;;
040325;2000;23;;;
040325;2100;8;;;
040325;2200;7;;;
040325;2300;3;;;
040326;0000;2;;;
040326;0100;2;;;
040326;0200;2;;;
040326;0300;2;;;
040326;0400;2;;;
040326;0500;2;;;
040326;0600;2;;;
040326;0700;3;;;
040326;0800;3;;;
040326;0900;12;;;
040326;1000;35;;;
040326;1100;55;;;
040326;1200;80;;;
040326;1300;79;;;
040326;1400;62;;;
040326;1500;72;;;
040326;1600;71;;;
040326;1700;65;;;
040326;1800;47;;;
040326;1900;15;;;
040326;2000;6;;;
040326;2100;7;;;
040326;2200;3;;;
040326;2300;2;;;
040327;0000;2;;;
040327;0100;2;;;
040327;0200;2;;;
040327;0300;2;;;
040327;0400;2;;;
040327;0500;2;;;
040327;0600;2;;;
040327;0700;2;;;
040327;0800;4;;;
040327;0900;11;;;
040327;1000;17;;;
040327;1100;49;;;
040327;1200;82;;;
040327;1300;97;;;
040327;1400;96;;;
040327;1500;76;;;
040327;1600;70;;;
040327;1700;57;;;
040327;1800;43;;;
040327;1900;36;;;
040327;2000;13;;;
040327;2100;5;;;
040327;2200;10;;;
040327;2300;13;;;
040328;0000;12;;;
040328;0100;17;;;
040328;0200;15;;;
040328;0300;17;;;
040328;0400;20;;;
040328;0500;18;;;
040328;0600;17;;;
040328;0700;14;;;
040328;0800;15;;;
040328;0900;17;;;
040328;1000;16;;;
040328;1100;23;;;
040328;1200;32;;;
040328;1300;23;;;
040328;1400;23;;;
040328;1500;25;;;
040328;1600;21;;;
040328;1700;16;;;
040328;1800;13;;;
040328;1900;11;;;
040328;2000;12;;;
040328;2100;5;;;
040328;2200;2;;;
040328;2300;2;;;
040329;0000;2;;;
040329;0100;2;;;
040329;0200;2;;;
040329;0300;2;;;
040329;0400;2;;;
040329;0500;2;;;
040329;0600;2;;;
040329;0700;2;;;
040329;0800;5;;;
040329;0900;8;;;
040329;1000;17;;;
040329;1100;32;;;
040329;1200;50;;;
040329;1300;46;;;
040329;1400;39;;;
040329;1500;32;;;
040329;1600;24;;;
040329;1700;20;;;
040329;1800;14;;;
040329;1900;8;;;
040329;2000;7;;;
040329;2100;3;;;
040329;2200;2;;;
040329;2300;1;;;
040330;0000;1;;;
040330;0100;2;;;
040330;0200;2;;;
040330;0300;2;;;
040330;0400;2;;;
040330;0500;2;;;
040330;0600;2;;;
040330;0700;2;;;
040330;0800;2;;;
040330;0900;4;;;
040330;1000;11;;;
040330;1100;17;;;
040330;1200;7;;;
040330;1300;8;;;
040330;1400;11;;;
040330;1500;10;;;
040330;1600;7;;;
040330;1700;6;;;
040330;1800;4;;;
040330;1900;2;;;
040330;2000;2;;;
040330;2100;2;;;
040330;2200;1;;;
040330;2300;1;;;
040331;0000;1;;;
040331;0100;1;;;
040331;0200;1;;;
040331;0300;1;;;
040331;0400;1;;;
040331;0500;2;;;
040331;0600;1;;;
040331;0700;1;;;
040331;0800;3;;;
040331;0900;4;;;
040331;1000;3;;;
040331;1100;7;;;
040331;1200;15;;;
040331;1300;21;;;
040331;1400;26;;;
040331;1500;27;;;
040331;1600;18;;;
040331;1700;12;;;
040331;1800;8;;;
040331;1900;6;;;
040331;2000;2;;;
040331;2100;2;;;
040331;2200;2;;;
040331;2300;2;;;
040401;0000;3;;;
040401;0100;2;;;
040401;0200;2;;;
040401;0300;2;;;
040401;0400;2;;;
040401;0500;2;;;
040401;0600;2;;;
040401;0700;2;;;
040401;0800;2;;;
040401;0900;2;;;
040401;1000;3;;;
040401;1100;2;;;
040401;1200;3;;;
040401;1300;7;;;
040401;1400;13;;;
040401;1500;10;;;
040401;1600;6;;;
040401;1700;4;;;
040401;1800;2;;;
040401;1900;2;;;
040401;2000;2;;;
040401;2100;2;;;
040401;2200;2;;;
040401;2300;2;;;
040402;0000;2;;;
040402;0100;2;;;
040402;0200;2;;;
040402;0300;1;;;
040402;0400;1;;;
040402;0500;2;;;
040402;0600;2;;;
040402;0700;2;;;
040402;0800;3;;;
040402;0900;7;;;
040402;1000;16;;;
040402;1100;31;;;
040402;1200;;;34,3821;
040402;1300;;;29,0542;
040402;1400;40;;;
040402;1500;44;;;
040402;1600;36;;;
040402;1700;34;;;
040402;1800;23;;;
040402;1900;12;;;
040402;2000;6;;;
040402;2100;2;;;
040402;2200;2;;;
040402;2300;1;;;
040403;0000;1;;;
040403;0100;2;;;
040403;0200;2;;;
040403;0300;2;;;
040403;0400;2;;;
040403;0500;2;;;
040403;0600;2;;;
040403;0700;2;;;
040403;0800;3;;;
040403;0900;9;;;
040403;1000;21;;;
040403;1100;38;;;
040403;1200;51;;;
040403;1300;62;;;
040403;1400;68;;;
040403;1500;57;;;
040403;1600;48;;;
040403;1700;39;;;
040403;1800;24;;;
040403;1900;5;;;
040403;2000;1;;;
040403;2100;2;;;
040403;2200;1;;;
040403;2300;2;;;
040404;0000;1;;;
040404;0100;7;;;
040404;0200;6;;;
040404;0300;2;;;
040404;0400;1;;;
040404;0500;2;;;
040404;0600;2;;;
040404;0700;2;;;
040404;0800;4;;;
040404;0900;12;;;
040404;1000;23;;;
040404;1100;36;;;
040404;1200;53;;;
040404;1300;63;;;
040404;1400;64;;;
040404;1500;52;;;
040404;1600;46;;;
040404;1700;37;;;
040404;1800;24;;;
040404;1900;13;;;
040404;2000;8;;;
040404;2100;7;;;
040404;2200;8;;;
040404;2300;5;;;
040405;0000;6;;;
040405;0100;5;;;
040405;0200;6;;;
040405;0300;5;;;
040405;0400;8;;;
040405;0500;3;;;
040405;0600;2;;;
040405;0700;4;;;
040405;0800;3;;;
040405;0900;4;;;
040405;1000;6;;;
040405;1100;5;;;
040405;1200;6;;;
040405;1300;8;;;
040405;1400;11;;;
040405;1500;13;;;
040405;1600;14;;;
040405;1700;14;;;
040405;1800;7;;;
040405;1900;3;;;
040405;2000;2;;;
040405;2100;1;;;
040405;2200;2;;;
040405;2300;2;;;
040406;0000;4;;;
040406;0100;6;;;
040406;0200;7;;;
040406;0300;2;;;
040406;0400;2;;;
040406;0500;2;;;
040406;0600;2;;;
040406;0700;2;;;
040406;0800;3;;;
040406;0900;6;;;
040406;1000;20;;;
040406;1100;34;;;
040406;1200;47;;;
040406;1300;50;;;
040406;1400;;;50,9489;
040406;1500;53;;;
040406;1600;;;47,4525;
040406;1700;;;41,1254;
040406;1800;24;;;
040406;1900;3;;;
040406;2000;2;;;
040406;2100;2;;;
040406;2200;1;;;
040406;2300;2;;;
040407;0000;2;;;
040407;0100;2;;;
040407;0200;2;;;
040407;0300;2;;;
040407;0400;2;;;
040407;0500;2;;;
040407;0600;2;;;
040407;0700;2;;;
040407;0800;3;;;
040407;0900;8;;;
040407;1000;18;;;
040407;1100;34;;;
040407;1200;49;;;
040407;1300;68;;;
040407;1400;36;;;
040407;1500;31;;;
040407;1600;30;;;
040407;1700;25;;;
040407;1800;15;;;
040407;1900;6;;;
040407;2000;2;;;
040407;2100;2;;;
040407;2200;2;;;
040407;2300;2;;;
040408;0000;2;;;
040408;0100;2;;;
040408;0200;2;;;
040408;0300;2;;;
040408;0400;2;;;
040408;0500;2;;;
040408;0600;2;;;
040408;0700;2;;;
040408;0800;3;;;
040408;0900;10;;;
040408;1000;19;;;
040408;1100;33;;;
040408;1200;45;;;
040408;1300;67;;;
040408;1400;36;;;
040408;1500;24;;;
040408;1600;29;;;
040408;1700;18;;;
040408;1800;6;;;
040408;1900;2;;;
040408;2000;2;;;
040408;2100;2;;;
040408;2200;2;;;
040408;2300;2;;;
040409;0000;2;;;
040409;0100;2;;;
040409;0200;2;;;
040409;0300;1;;;
040409;0400;1;;;
040409;0500;2;;;
040409;0600;2;;;
040409;0700;2;;;
040409;0800;3;;;
040409;0900;12;;;
040409;1000;15;;;
040409;1100;33;;;
040409;1200;45;;;
040409;1300;54;;;
040409;1400;63;;;
040409;1500;60;;;
040409;1600;52;;;
040409;1700;44;;;
040409;1800;22;;;
040409;1900;12;;;
040409;2000;18;;;
040409;2100;11;;;
040409;2200;9;;;
040409;2300;3;;;
040410;0000;4;;;
040410;0100;;;;
040410;0200;;;;
040410;0300;2;;;
040410;0400;1;;;
040410;0500;1;;;
040410;0600;2;;;
040410;0700;2;;;
040410;0800;4;;;
040410;0900;13;;;
040410;1000;28;;;
040410;1100;49;;;
040410;1200;65;;;
040410;1300;91;;;
040410;1400;77;;;
040410;1500;54;;;
040410;1600;59;;;
040410;1700;47;;;
040410;1800;22;;;
040410;1900;11;;;
040410;2000;9;;;
040410;2100;2;;;
040410;2200;2;;;
040410;2300;2;;;
040411;0000;2;;;
040411;0100;2;;;
040411;0200;2;;;
040411;0300;2;;;
040411;0400;2;;;
040411;0500;2;;;
040411;0600;2;;;
040411;0700;2;;;
040411;0800;3;;;
040411;0900;12;;;
040411;1000;29;;;
040411;1100;41;;;
040411;1200;62;;;
040411;1300;80;;;
040411;1400;71;;;
040411;1500;55;;;
040411;1600;56;;;
040411;1700;34;;;
040411;1800;23;;;
040411;1900;12;;;
040411;2000;10;;;
040411;2100;6;;;
040411;2200;2;;;
040411;2300;1;;;
040412;0000;1;;;
040412;0100;2;;;
040412;0200;2;;;
040412;0300;1;;;
040412;0400;2;;;
040412;0500;1;;;
040412;0600;1;;;
040412;0700;2;;;
040412;0800;2;;;
040412;0900;2;;;
040412;1000;2;;;
040412;1100;3;;;
040412;1200;5;;;
040412;1300;8;;;
040412;1400;9;;;
040412;1500;12;;;
040412;1600;9;;;
040412;1700;4;;;
040412;1800;1;;;
040412;1900;2;;;
040412;2000;2;;;
040412;2100;1;;;
040412;2200;2;;;
040412;2300;2;;;
040413;0000;1;;;
040413;0100;1;;;
040413;0200;1;;;
040413;0300;1;;;
040413;0400;1;;;
040413;0500;1;;;
040413;0600;1;;;
040413;0700;2;;;
040413;0800;2;;;
040413;0900;2;;;
040413;1000;4;;;
040413;1100;7;;;
040413;1200;9;;;
040413;1300;9;;;
040413;1400;7;;;
040413;1500;6;;;
040413;1600;5;;;
040413;1700;3;;;
040413;1800;4;;;
040413;1900;4;;;
040413;2000;8;;;
040413;2100;7;;;
040413;2200;5;;;
040413;2300;5;;;
040414;0000;2;;;
040414;0100;2;;;
040414;0200;1;;;
040414;0300;2;;;
040414;0400;2;;;
040414;0500;2;;;
040414;0600;2;;;
040414;0700;2;;;
040414;0800;2;;;
040414;0900;3;;;
040414;1000;4;;;
040414;1100;4;;;
040414;1200;4;;;
040414;1300;4;;;
040414;1400;8;;;
040414;1500;8;;;
040414;1600;7;;;
040414;1700;6;;;
040414;1800;4;;;
040414;1900;2;;;
040414;2000;2;;;
040414;2100;2;;;
040414;2200;1;;;
040414;2300;1;;;
040415;0000;1;;;
040415;0100;2;;;
040415;0200;5;;;
040415;0300;6;;;
